00-Cfg,00-Index,01-Date,02-Open,03-Low,04-High,05-Close,06-Buy,07-Sell,08-Profit,09-Actual,10-Prediction,11-Pred_Result,12-Deal
,, 2017/04/26,2345.63,2338.86,2360.28,2344.5,0.0,0.0,0.0,2352.68,2365.0224609375,,
,, 2017/04/27,2337.46,2327.47,2352.68,2351.64,0.0,0.0,0.0,2348.29,2370.732421875,,
,, 2017/04/28,2348.29,2331.82,2348.29,2347.04,0.0,0.0,0.0,2350.51,2358.79736328125,,
,, 2017/05/02,2341.75,2334.88,2350.51,2336.79,0.0,0.0,0.0,2342.14,2350.337890625,,
,, 2017/05/03,2335.82,2324.19,2342.14,2329.77,0.0,0.0,0.0,2332.09,2345.889892578125,,
,, 2017/05/04,2325.01,2317.14,2332.09,2325.43,0.0,0.0,0.0,2320.6,2341.50830078125,,
,, 2017/05/05,2318.92,2297.45,2320.6,2320.6,0.0,0.0,0.0,2326.1,2335.949462890625,,
,, 2017/05/08,2309.24,2298.32,2326.1,2326.1,0.0,0.0,0.0,2320.29,2344.1650390625,,
,, 2017/05/09,2312.85,2307.87,2320.29,2316.29,0.0,0.0,0.0,2337.05,2327.232177734375,,
,, 2017/05/10,2315.56,2315.56,2337.05,2324.92,0.0,0.0,0.0,2342.18,2343.3056640625,,
,, 2017/05/11,2318.05,2313.83,2342.18,2339.29,0.0,0.0,0.0,2375.64,2359.41455078125,,
,, 2017/05/12,2336.61,2335.37,2375.64,2375.45,0.0,0.0,0.0,2394.52,2394.992431640625,,
,, 2017/05/15,2380.27,2378.97,2394.52,2381.75,0.0,0.0,0.0,2381.73,2398.610107421875,,
,, 2017/05/16,2376.9,2362.11,2381.73,2381.32,0.0,0.0,0.0,2378.99,2396.109130859375,,
,, 2017/05/17,2377.12,2361.63,2378.99,2363.56,0.0,0.0,0.0,2361.02,2377.107666015625,,
,, 2017/05/18,2348.87,2347.38,2361.02,2354.75,0.0,0.0,0.0,2363.36,2369.564453125,,
,, 2017/05/19,2351.52,2351.52,2363.36,2361.66,0.0,0.0,0.0,2384.16,2375.175048828125,,
,, 2017/05/22,2359.97,2358.78,2384.16,2381.55,0.0,0.0,0.0,2412.03,2398.965576171875,,
,, 2017/05/23,2378.74,2376.64,2412.03,2411.8,0.0,0.0,0.0,2413.42,2434.4951171875,,
,, 2017/05/24,2402.52,2382.19,2413.42,2407.57,0.0,0.0,0.0,2476.91,2418.072509765625,,
,, 2017/05/25,2399.36,2399.27,2476.91,2473.5,0.0,0.0,0.0,2483.75,2509.5810546875,,
,, 2017/05/26,2467.9,2462.23,2483.75,2471.21,0.0,0.0,0.0,2502.85,2485.22314453125,,
,, 2017/05/31,2470.94,2462.26,2502.85,2479.08,0.0,0.0,0.0,2497.69,2501.8916015625,,
,, 2017/06/01,2476.21,2465.48,2497.69,2496.45,0.0,0.0,0.0,2499.71,2521.0341796875,,
,, 2017/06/02,2494.37,2472.65,2499.71,2475.46,0.0,0.0,0.0,2473.36,2490.556640625,,
,, 2017/06/05,2468.94,2442.27,2473.36,2450.35,0.0,0.0,0.0,2466.31,2472.2978515625,,
,, 2017/06/06,2447.04,2444.19,2466.31,2466.01,0.0,0.0,0.0,2492.98,2481.33984375,,
,, 2017/06/07,2468.55,2464.19,2492.98,2484.03,0.0,0.0,0.0,2508.93,2508.5302734375,,
,, 2017/06/08,2481.16,2475.74,2508.93,2507.03,0.0,0.0,0.0,2536.99,2524.136474609375,,
,, 2017/06/09,2506.76,2504.9,2536.99,2519.27,0.0,0.0,0.0,2545.04,2547.05029296875,,
,, 2017/06/12,2515.58,2512.14,2545.04,2521.17,0.0,0.0,0.0,2519.15,2540.817138671875,,
,, 2017/06/13,2517.33,2499.73,2519.15,2515.14,0.0,0.0,0.0,2505.2,2529.564453125,,
,, 2017/06/14,2505.06,2471.62,2505.2,2477.32,0.0,0.0,0.0,2481.8,2496.730712890625,,
,, 2017/06/15,2474.26,2453.13,2481.8,2461.97,0.0,0.0,0.0,2466.69,2480.749267578125,,
,, 2017/06/16,2454.84,2448.31,2466.69,2452.79,0.0,0.0,0.0,2486.31,2472.31982421875,,
,, 2017/06/19,2455.03,2453.35,2486.31,2484.12,0.0,0.0,0.0,2492.22,2504.5654296875,,
,, 2017/06/20,2489.2,2467.77,2492.22,2474.43,0.0,0.0,0.0,2498.19,2490.673095703125,,
,, 2017/06/21,2487.85,2468.51,2498.19,2497.25,0.0,0.0,0.0,2544.67,2513.890380859375,,
,, 2017/06/22,2491.92,2491.92,2544.67,2516.67,0.0,0.0,0.0,2530.56,2552.18408203125,,
,, 2017/06/23,2510.71,2496.66,2530.56,2529.1,0.0,0.0,0.0,2560.11,2546.5537109375,,
,, 2017/06/26,2531.28,2531.28,2560.11,2543.32,0.0,0.0,0.0,2558.1,2576.71044921875,,
,, 2017/06/27,2541.69,2529.24,2558.1,2554.7,0.0,0.0,0.0,2560.86,2571.00390625,,
,, 2017/06/28,2548.16,2537.24,2560.86,2537.64,0.0,0.0,0.0,2554.8,2561.949951171875,,
,, 2017/06/29,2541.35,2532.46,2554.8,2552.98,0.0,0.0,0.0,2552.92,2570.936767578125,,
,, 2017/06/30,2543.79,2533.86,2552.92,2549.97,0.0,0.0,0.0,2550.5,2568.581787109375,,
,, 2017/07/03,2550.5,2522.74,2550.5,2534.37,0.0,0.0,0.0,2531.61,2550.7724609375,,
,, 2017/07/04,2531.53,2506.68,2531.61,2511.15,0.0,0.0,0.0,2551.41,2531.85400390625,,
,, 2017/07/05,2508.81,2507.92,2551.41,2548.1,0.0,0.0,0.0,2561.64,2568.93408203125,,
,, 2017/07/06,2543.91,2534.12,2561.64,2553.88,0.0,0.0,0.0,2546.78,2574.937255859375,,
,, 2017/07/07,2542.91,2527.55,2546.78,2543.66,0.0,0.0,0.0,2557.47,2559.9697265625,,
,, 2017/07/10,2538.16,2530.93,2557.47,2550.11,0.0,0.0,0.0,2592.06,2571.51171875,,
,, 2017/07/11,2543.72,2543.05,2592.06,2570.59,0.0,0.0,0.0,2604.2,2601.56298828125,,
,, 2017/07/12,2570.91,2555.38,2604.2,2565.14,0.0,0.0,0.0,2601.47,2595.59716796875,,
,, 2017/07/13,2565.59,2563.22,2601.47,2600.95,0.0,0.0,0.0,2623.32,2636.54833984375,,
,, 2017/07/14,2600.76,2593.43,2623.32,2622.98,0.0,0.0,0.0,2663.28,2646.113525390625,,
,, 2017/07/17,2627.37,2594.42,2663.28,2631.41,0.0,0.0,0.0,2637.53,2675.31689453125,,
,, 2017/07/18,2619.23,2596.12,2637.53,2624.31,0.0,0.0,0.0,2661.66,2647.76708984375,,
,, 2017/07/19,2621.11,2618.37,2661.66,2657.89,0.0,0.0,0.0,2666.04,2704.242919921875,,
,, 2017/07/20,2653.38,2643.64,2666.04,2665.45,0.0,0.0,0.0,2661.48,2687.259765625,,
,, 2017/07/21,2655.23,2635.0,2661.48,2639.21,0.0,0.0,0.0,2666.65,2667.28076171875,,
,, 2017/07/24,2636.55,2632.76,2666.65,2654.38,0.0,0.0,0.0,2667.79,2689.35205078125,,
,, 2017/07/25,2656.48,2639.61,2667.79,2643.07,0.0,0.0,0.0,2665.15,2671.519775390625,,
,, 2017/07/26,2642.26,2617.55,2665.15,2636.2,0.0,0.0,0.0,2638.94,2670.34375,,
,, 2017/07/27,2632.0,2610.58,2638.94,2636.63,0.0,0.0,0.0,2642.69,2664.0546875,,
,, 2017/07/28,2627.16,2619.04,2642.69,2636.39,0.0,0.0,0.0,2649.29,2657.81494140625,,
,, 2017/07/31,2633.88,2626.18,2649.29,2638.12,0.0,0.0,0.0,2681.93,2668.3671875,,
,, 2017/08/01,2640.87,2638.02,2681.93,2681.81,0.0,0.0,0.0,2696.64,2714.885986328125,,
,, 2017/08/02,2679.34,2675.2,2696.64,2680.63,0.0,0.0,0.0,2689.94,2714.931640625,,
,, 2017/08/03,2676.35,2644.99,2689.94,2646.22,0.0,0.0,0.0,2653.81,2675.357666015625,,
,, 2017/08/04,2644.45,2627.25,2653.81,2627.8,0.0,0.0,0.0,2641.34,2663.91845703125,,
,, 2017/08/07,2621.55,2613.82,2641.34,2634.18,0.0,0.0,0.0,2639.24,2660.97412109375,,
,, 2017/08/08,2632.04,2622.26,2639.24,2635.18,0.0,0.0,0.0,2634.43,2661.106201171875,,
,, 2017/08/09,2630.67,2618.81,2634.43,2620.38,0.0,0.0,0.0,2635.35,2644.8466796875,,
,, 2017/08/10,2617.99,2590.86,2635.35,2611.34,0.0,0.0,0.0,2599.71,2637.64892578125,,
,, 2017/08/11,2592.04,2566.57,2599.71,2570.26,0.0,0.0,0.0,2598.38,2598.4873046875,,
,, 2017/08/14,2572.3,2567.6,2598.38,2591.45,0.0,0.0,0.0,2623.08,2616.2548828125,,
,, 2017/08/15,2593.07,2592.92,2623.08,2605.24,0.0,0.0,0.0,2602.1,2636.698486328125,,
,, 2017/08/16,2601.47,2586.34,2602.1,2595.0,0.0,0.0,0.0,2606.68,2612.8818359375,,
,, 2017/08/17,2599.04,2591.54,2606.68,2604.08,0.0,0.0,0.0,2621.97,2626.507568359375,,
,, 2017/08/18,2601.88,2595.86,2621.97,2613.26,0.0,0.0,0.0,2628.8,2636.13623046875,,
,, 2017/08/21,2619.04,2610.26,2628.8,2616.82,0.0,0.0,0.0,2644.2,2639.13330078125,,
,, 2017/08/22,2624.41,2620.16,2644.2,2643.5,0.0,0.0,0.0,2673.39,2672.8701171875,,
,, 2017/08/23,2641.79,2639.66,2673.39,2659.78,0.0,0.0,0.0,2675.2,2692.244384765625,,
,, 2017/08/24,2659.65,2641.83,2675.2,2646.4,0.0,0.0,0.0,2706.7,2673.230712890625,,
,, 2017/08/25,2645.45,2645.45,2706.7,2706.24,0.0,0.0,0.0,2766.79,2756.76416015625,,
,, 2017/08/28,2715.47,2715.47,2766.79,2736.46,0.0,0.0,0.0,2746.1,2785.51416015625,,
,, 2017/08/29,2734.45,2726.22,2746.1,2739.13,0.0,0.0,0.0,2762.07,2766.22607421875,,
,, 2017/08/30,2740.0,2720.66,2762.07,2728.23,0.0,0.0,0.0,2735.43,2780.96240234375,,
,, 2017/08/31,2729.47,2701.89,2735.43,2714.63,0.0,0.0,0.0,2734.77,2748.96826171875,,
,, 2017/09/01,2716.05,2700.16,2734.77,2710.12,0.0,0.0,0.0,2713.73,2752.27001953125,,
,, 2017/09/04,2703.33,2691.78,2713.73,2711.35,0.0,0.0,0.0,2738.59,2743.050537109375,,
,, 2017/09/05,2712.76,2711.17,2738.59,2729.85,0.0,0.0,0.0,2725.24,2765.060791015625,,
,, 2017/09/06,2721.95,2703.65,2725.24,2714.33,0.0,0.0,0.0,2717.56,2745.578125,,
,, 2017/09/07,2716.13,2690.88,2717.56,2691.83,0.0,0.0,0.0,2701.57,2723.65966796875,,
,, 2017/09/08,2692.8,2681.44,2701.57,2686.69,0.0,0.0,0.0,2708.42,2720.4228515625,,
,, 2017/09/11,2691.34,2673.62,2708.42,2674.75,0.0,0.0,0.0,2695.52,2709.111572265625,,
,, 2017/09/12,2682.25,2672.28,2695.52,2692.54,0.0,0.0,0.0,2694.41,2727.00927734375,,
,, 2017/09/13,2690.56,2676.25,2694.41,2687.67,0.0,0.0,0.0,2694.77,2711.568115234375,,
,, 2017/09/14,2688.4,2666.82,2694.77,2672.84,0.0,0.0,0.0,2677.53,2707.076171875,,
,, 2017/09/15,2669.65,2659.73,2677.53,2668.38,0.0,0.0,0.0,2694.06,2701.587890625,,
,, 2017/09/18,2670.2,2670.2,2694.06,2674.18,0.0,0.0,0.0,2687.18,2709.095458984375,,
,, 2017/09/19,2680.72,2661.61,2687.18,2670.69,0.0,0.0,0.0,2675.21,2702.917724609375,,
,, 2017/09/20,2667.24,2661.87,2675.21,2662.63,0.0,0.0,0.0,2690.36,2692.609375,,
,, 2017/09/21,2664.05,2660.53,2690.36,2675.55,0.0,0.0,0.0,2686.41,2711.089599609375,,
,, 2017/09/22,2666.67,2662.84,2686.41,2679.05,0.0,0.0,0.0,2682.75,2706.115234375,,
,, 2017/09/25,2672.95,2667.31,2682.75,2680.65,0.0,0.0,0.0,2681.23,2713.72509765625,,
,, 2017/09/26,2673.54,2673.4,2681.23,2678.99,0.0,0.0,0.0,2677.74,2698.869384765625,,
,, 2017/09/27,2674.41,2659.6,2677.74,2661.55,0.0,0.0,0.0,2663.7,2687.014404296875,,
,, 2017/09/28,2661.54,2653.46,2663.7,2661.28,0.0,0.0,0.0,2682.17,2686.968505859375,,
,, 2017/09/29,2661.52,2660.86,2682.17,2672.33,0.0,0.0,0.0,2743.36,2697.817138671875,,
,, 2017/10/09,2736.83,2688.54,2743.36,2692.08,0.0,0.0,0.0,2711.31,2735.47509765625,,
,, 2017/10/10,2693.25,2671.94,2711.31,2695.54,0.0,0.0,0.0,2717.33,2724.63818359375,,
,, 2017/10/11,2694.5,2692.77,2717.33,2707.52,0.0,0.0,0.0,2724.83,2743.07861328125,,
,, 2017/10/12,2706.42,2702.31,2724.83,2718.35,0.0,0.0,0.0,2722.23,2749.669921875,,
,, 2017/10/13,2716.0,2711.95,2722.23,2713.38,0.0,0.0,0.0,2741.1,2740.466064453125,,
,, 2017/10/16,2719.31,2715.05,2741.1,2726.64,0.0,0.0,0.0,2734.31,2763.890869140625,,
,, 2017/10/17,2725.2,2716.4,2734.31,2723.53,0.0,0.0,0.0,2753.92,2747.737548828125,,
,, 2017/10/18,2725.67,2723.76,2753.92,2753.01,0.0,0.0,0.0,2756.04,2793.14794921875,,
,, 2017/10/19,2750.64,2743.13,2756.04,2756.04,0.0,0.0,0.0,2746.23,2784.43115234375,,
,, 2017/10/20,2744.49,2733.72,2746.23,2737.64,0.0,0.0,0.0,2747.0,2761.5185546875,,
,, 2017/10/23,2744.32,2732.63,2747.0,2734.37,0.0,0.0,0.0,2762.59,2769.450927734375,,
,, 2017/10/24,2732.94,2730.84,2762.59,2753.65,0.0,0.0,0.0,2756.76,2786.3037109375,,
,, 2017/10/25,2753.93,2746.27,2756.76,2752.14,0.0,0.0,0.0,2788.66,2778.6962890625,,
,, 2017/10/26,2760.06,2753.73,2788.66,2771.04,0.0,0.0,0.0,2815.42,2820.75390625,,
,, 2017/10/27,2770.53,2769.43,2815.42,2814.27,0.0,0.0,0.0,2822.59,2856.92236328125,,
,, 2017/10/30,2812.24,2780.05,2822.59,2809.11,0.0,0.0,0.0,2797.79,2857.187744140625,,
,, 2017/10/31,2795.54,2785.16,2797.79,2793.71,0.0,0.0,0.0,2816.3,2826.375,,
,, 2017/11/01,2795.19,2782.06,2816.3,2789.4,0.0,0.0,0.0,2796.43,2845.77294921875,,
,, 2017/11/02,2788.11,2771.15,2796.43,2794.1,0.0,0.0,0.0,2803.31,2828.8564453125,,
,, 2017/11/03,2789.54,2770.12,2803.31,2800.47,0.0,0.0,0.0,2798.47,2843.30712890625,,
,, 2017/11/06,2798.47,2776.95,2798.47,2792.22,0.0,0.0,0.0,2832.14,2826.25537109375,,
,, 2017/11/07,2794.19,2792.7,2832.14,2821.96,0.0,0.0,0.0,2846.3,2876.79443359375,,
,, 2017/11/08,2818.67,2811.11,2846.3,2819.96,0.0,0.0,0.0,2834.51,2863.354736328125,,
,, 2017/11/09,2814.57,2809.96,2834.51,2832.96,0.0,0.0,0.0,2867.06,2875.939697265625,,
,, 2017/11/10,2828.12,2827.74,2867.06,2862.34,0.0,0.0,0.0,2885.7,2919.43505859375,,
,, 2017/11/13,2865.78,2865.72,2885.7,2873.51,0.0,0.0,0.0,2882.79,2922.12841796875,,
,, 2017/11/14,2876.75,2853.78,2882.79,2861.42,0.0,0.0,0.0,2864.37,2905.48486328125,,
,, 2017/11/15,2848.77,2839.46,2864.37,2850.05,0.0,0.0,0.0,2880.98,2899.802734375,,
,, 2017/11/16,2840.36,2840.36,2880.98,2879.4,0.0,0.0,0.0,2940.77,2923.86669921875,,
,, 2017/11/17,2868.52,2867.59,2940.77,2938.8,0.0,0.0,0.0,2942.14,3012.1591796875,,
,, 2017/11/20,2916.74,2897.2,2942.14,2941.15,0.0,0.0,0.0,3012.89,2976.083251953125,,
,, 2017/11/21,2928.92,2927.61,3012.89,2987.17,0.0,0.0,0.0,3038.28,3088.4794921875,,
,, 2017/11/22,3001.95,2989.82,3038.28,3012.36,0.0,0.0,0.0,3018.26,3086.7236328125,,
,, 2017/11/23,3003.78,2919.65,3018.26,2940.73,0.0,0.0,0.0,2949.79,3009.3388671875,,
,, 2017/11/24,2934.45,2907.1,2949.79,2936.83,0.0,0.0,0.0,2928.86,3005.548828125,,
,, 2017/11/27,2928.36,2885.6,2928.86,2917.31,0.0,0.0,0.0,2908.36,2968.814453125,,
,, 2017/11/28,2900.08,2872.53,2908.36,2897.11,0.0,0.0,0.0,2914.07,2934.02587890625,,
,, 2017/11/29,2905.33,2855.85,2914.07,2893.28,0.0,0.0,0.0,2895.53,2945.31787109375,,
,, 2017/11/30,2878.53,2850.31,2895.53,2863.45,0.0,0.0,0.0,2867.11,2910.4033203125,,
,, 2017/12/01,2861.9,2834.26,2867.11,2842.18,0.0,0.0,0.0,2868.29,2892.022705078125,,
,, 2017/12/04,2829.81,2823.94,2868.29,2861.36,0.0,0.0,0.0,2922.33,2908.54931640625,,
,, 2017/12/05,2852.82,2851.32,2922.33,2910.48,0.0,0.0,0.0,2897.23,2980.592529296875,,
,, 2017/12/06,2897.23,2845.13,2897.23,2875.73,0.0,0.0,0.0,2875.74,2902.3173828125,,
,, 2017/12/07,2868.2,2828.23,2875.74,2848.89,0.0,0.0,0.0,2872.82,2907.916015625,,
,, 2017/12/08,2843.2,2832.8,2872.82,2865.34,0.0,0.0,0.0,2900.17,2907.715087890625,,
,, 2017/12/11,2862.61,2857.98,2900.17,2899.1,0.0,0.0,0.0,2900.27,2943.130126953125,,
,, 2017/12/12,2897.66,2849.39,2900.27,2850.2,0.0,0.0,0.0,2879.41,2890.01708984375,,
,, 2017/12/13,2850.47,2834.93,2879.41,2872.94,0.0,0.0,0.0,2878.32,2921.8505859375,,
,, 2017/12/14,2874.95,2841.92,2878.32,2850.05,0.0,0.0,0.0,2846.52,2890.3798828125,,
,, 2017/12/15,2844.1,2817.32,2846.52,2820.17,0.0,0.0,0.0,2842.81,2865.34521484375,,
,, 2017/12/18,2821.42,2815.82,2842.81,2829.06,0.0,0.0,0.0,2873.6,2871.796875,,
,, 2017/12/19,2829.55,2827.44,2873.6,2873.03,0.0,0.0,0.0,2887.23,2917.205322265625,,
,, 2017/12/20,2874.05,2861.54,2887.23,2879.64,0.0,0.0,0.0,2906.81,2920.875,,
,, 2017/12/21,2871.68,2862.23,2906.81,2895.37,0.0,0.0,0.0,2897.03,2939.45556640625,,
,, 2017/12/22,2891.72,2876.02,2897.03,2880.77,0.0,0.0,0.0,2915.61,2919.087646484375,,
,, 2017/12/25,2882.28,2868.86,2915.61,2880.1,0.0,0.0,0.0,2897.62,2935.70068359375,,
,, 2017/12/26,2878.75,2868.6,2897.62,2894.34,0.0,0.0,0.0,2889.31,2939.431640625,,
,, 2017/12/27,2886.7,2832.02,2889.31,2839.63,0.0,0.0,0.0,2870.89,2885.158935546875,,
,, 2017/12/28,2842.73,2829.54,2870.89,2859.05,0.0,0.0,0.0,2876.19,2914.8349609375,,
,, 2017/12/29,2861.92,2849.68,2876.19,2860.44,0.0,0.0,0.0,2912.27,2901.4404296875,,
,, 2018/01/02,2867.53,2867.53,2912.27,2908.73,0.0,0.0,0.0,2947.63,2980.900146484375,,
,, 2018/01/03,2914.28,2906.6,2947.63,2913.26,0.0,0.0,0.0,2934.15,2967.2080078125,,
,, 2018/01/04,2918.26,2910.66,2934.15,2919.48,0.0,0.0,0.0,2940.18,2986.90283203125,,
,, 2018/01/05,2926.78,2920.08,2940.18,2932.36,0.0,0.0,0.0,2952.34,2998.19482421875,,
,, 2018/01/08,2933.82,2926.87,2952.34,2947.76,0.0,0.0,0.0,2972.43,3013.71484375,,
,, 2018/01/09,2947.55,2947.12,2972.43,2969.32,0.0,0.0,0.0,2999.75,3020.1572265625,,
,, 2018/01/10,2968.34,2966.18,2999.75,2995.56,0.0,0.0,0.0,3009.99,3076.11474609375,,
,, 2018/01/11,2986.79,2981.33,3009.99,2997.05,0.0,0.0,0.0,3019.7,3042.93310546875,,
,, 2018/01/12,2997.9,2993.56,3019.7,3018.6,0.0,0.0,0.0,3070.94,3085.072265625,,
,, 2018/01/15,3027.2,3022.47,3070.94,3048.81,0.0,0.0,0.0,3065.19,3132.42333984375,,
,, 2018/01/16,3041.36,3035.77,3065.19,3063.86,0.0,0.0,0.0,3132.99,3136.097412109375,,
,, 2018/01/17,3071.5,3060.22,3132.99,3076.18,0.0,0.0,0.0,3125.86,3192.9248046875,,
,, 2018/01/18,3096.2,3084.28,3125.86,3106.55,0.0,0.0,0.0,3145.99,3200.77197265625,,
,, 2018/01/19,3122.67,3100.41,3145.99,3117.82,0.0,0.0,0.0,3144.85,3225.5439453125,,
,, 2018/01/22,3104.96,3104.4,3144.85,3130.33,0.0,0.0,0.0,3177.76,3208.14111328125,,
,, 2018/01/23,3145.11,3144.28,3177.76,3176.5,0.0,0.0,0.0,3202.47,3286.250732421875,,
,, 2018/01/24,3189.77,3150.55,3202.47,3180.33,0.0,0.0,0.0,3177.41,3257.694091796875,,
,, 2018/01/25,3171.35,3124.46,3177.41,3157.46,0.0,0.0,0.0,3195.07,3243.732421875,,
,, 2018/01/26,3147.48,3147.48,3195.07,3172.78,0.0,0.0,0.0,3197.84,3270.1767578125,,
,, 2018/01/29,3184.3,3107.96,3197.84,3120.7,0.0,0.0,0.0,3127.75,3186.869873046875,,
,, 2018/01/30,3109.19,3077.31,3127.75,3079.12,0.0,0.0,0.0,3118.76,3165.9521484375,,
,, 2018/01/31,3063.23,3062.53,3118.76,3116.83,0.0,0.0,0.0,3141.77,3196.35498046875,,
,, 2018/02/01,3120.13,3101.34,3141.77,3141.23,0.0,0.0,0.0,3150.7,3218.986083984375,,
,, 2018/02/02,3113.3,3082.99,3150.7,3149.64,0.0,0.0,0.0,3181.59,3214.28515625,,
,, 2018/02/05,3098.67,3095.99,3181.59,3181.34,0.0,0.0,0.0,3140.03,3287.6337890625,,
,, 2018/02/06,3114.35,3094.49,3140.03,3117.49,0.0,0.0,0.0,3166.7,3193.083984375,,
,, 2018/02/07,3147.32,3020.39,3166.7,3029.6,0.0,0.0,0.0,3019.27,3122.52783203125,,
,, 2018/02/08,2998.6,2911.4,3019.27,2945.84,0.0,0.0,0.0,2871.54,3033.393798828125,,
,, 2018/02/09,2857.43,2724.59,2871.54,2810.03,0.0,0.0,0.0,2823.81,2847.978271484375,,
,, 2018/02/12,2803.86,2776.96,2823.81,2805.21,0.0,0.0,0.0,2887.89,2864.08154296875,,
,, 2018/02/13,2834.39,2834.39,2887.89,2852.72,0.0,0.0,0.0,2877.04,2909.509521484375,,
,, 2018/02/14,2859.87,2841.24,2877.04,2871.79,0.0,0.0,0.0,2936.85,2907.543212890625,,
,, 2018/02/22,2915.97,2900.87,2936.85,2931.88,0.0,0.0,0.0,2966.75,2995.21533203125,,
,, 2018/02/23,2941.42,2926.36,2966.75,2957.17,0.0,0.0,0.0,2986.81,3007.98779296875,,
,, 2018/02/26,2973.81,2933.52,2986.81,2973.79,0.0,0.0,0.0,2979.77,3056.3623046875,,
,, 2018/02/27,2979.77,2918.01,2979.77,2927.1,0.0,0.0,0.0,2905.57,2990.3408203125,,
,, 2018/02/28,2899.0,2866.46,2905.57,2878.67,0.0,0.0,0.0,2907.27,2941.5322265625,,
,, 2018/03/01,2859.09,2852.49,2907.27,2891.3,0.0,0.0,0.0,2887.89,2944.735107421875,,
,, 2018/03/02,2864.18,2852.01,2887.89,2864.18,0.0,0.0,0.0,2889.74,2905.960693359375,,
,, 2018/03/05,2865.2,2846.93,2889.74,2863.99,0.0,0.0,0.0,2893.46,2913.306640625,,
,, 2018/03/06,2878.92,2838.61,2893.46,2892.48,0.0,0.0,0.0,2921.44,2948.2607421875,,
,, 2018/03/07,2892.44,2868.04,2921.44,2878.15,0.0,0.0,0.0,2903.05,2924.43994140625,,
,, 2018/03/08,2878.82,2865.55,2903.05,2898.25,0.0,0.0,0.0,2916.55,2951.8154296875,,
,, 2018/03/09,2907.04,2891.87,2916.55,2908.2,0.0,0.0,0.0,2927.51,2957.501953125,,
,, 2018/03/12,2922.62,2897.24,2927.51,2909.58,0.0,0.0,0.0,2921.31,2970.09912109375,,
,, 2018/03/13,2909.25,2878.2,2921.31,2883.38,0.0,0.0,0.0,2879.54,2936.82373046875,,
,, 2018/03/14,2871.72,2860.97,2879.54,2871.33,0.0,0.0,0.0,2895.61,2922.141357421875,,
