index,date,open,low,high,close,open,low,high,close,vol,y-1day_high
, 2008/02/25,3460.86,3324.17,3472.09,3331.99,3460.86,3324.17,3472.09,3331.99,17294252,3445.83
, 2008/02/26,3430.37,3275.84,3445.83,3363.7,3430.37,3275.84,3445.83,3363.7,16916212,3484.74
, 2008/02/27,3384.55,3348.82,3484.74,3459.78,3384.55,3348.82,3484.74,3459.78,14467417,3473.64
, 2008/02/28,3467.03,3409.95,3473.64,3435.46,3467.03,3409.95,3473.64,3435.46,9404751,3490.93
, 2008/02/29,3431.4,3418.93,3490.93,3470.6,3431.4,3418.93,3490.93,3470.6,8812858,3556.82
, 2008/03/03,3449.75,3410.41,3556.82,3539.43,3449.75,3410.41,3556.82,3539.43,14225248,3566.16
, 2008/03/04,3559.05,3416.4,3566.16,3424.79,3559.05,3416.4,3566.16,3424.79,18098440,3446.03
, 2008/03/05,3415.73,3317.34,3446.03,3380.65,3415.73,3317.34,3446.03,3380.65,14711130,3504.83
, 2008/03/06,3398.42,3349.17,3504.83,3445.75,3398.42,3349.17,3504.83,3445.75,16386828,3444.28
, 2008/03/07,3399.51,3370.47,3444.28,3395.61,3399.51,3370.47,3444.28,3395.61,10114714,3366.97
, 2008/03/10,3366.97,3238.7,3366.97,3256.44,3366.97,3238.7,3366.97,3256.44,14449284,3267.13
, 2008/03/11,3233.45,3187.83,3267.13,3264.57,3233.45,3187.83,3267.13,3264.57,10525215,3355.98
, 2008/03/12,3343.41,3162.67,3355.98,3164.78,3343.41,3162.67,3355.98,3164.78,11533436,3163.65
, 2008/03/13,3133.62,3047.9,3163.65,3111.84,3133.62,3047.9,3163.65,3111.84,16524786,3119.39
, 2008/03/14,3098.26,3028.33,3119.39,3084.45,3098.26,3028.33,3119.39,3084.45,11434828,3075.74
, 2008/03/17,3065.43,2978.65,3075.74,2984.06,3065.43,2978.65,3075.74,2984.06,12307505,3021.42
, 2008/03/18,2961.06,2821.11,3021.42,2869.61,2961.06,2821.11,3021.42,2869.61,15874104,2992.71
, 2008/03/19,2925.25,2876.96,2992.71,2945.23,2925.25,2876.96,2992.71,2945.23,15924119,3050.09
, 2008/03/20,2904.84,2765.25,3050.09,3011.78,2904.84,2765.25,3050.09,3011.78,19033982,3058.7
, 2008/03/21,3010.26,2975.7,3058.7,3021.58,3010.26,2975.7,3058.7,3021.58,16909738,3063.89
, 2008/03/24,3056.43,2867.91,3063.89,2869.28,3056.43,2867.91,3063.89,2869.28,14695017,2912.13
, 2008/03/25,2810.5,2781.82,2912.13,2884.62,2810.5,2781.82,2912.13,2884.62,14312606,2965.26
, 2008/03/26,2904.34,2877.13,2965.26,2896.69,2904.34,2877.13,2965.26,2896.69,12257436,2861.23
, 2008/03/27,2837.09,2757.39,2861.23,2760.45,2837.09,2757.39,2861.23,2760.45,14980299,2922.07
, 2008/03/28,2736.59,2714.38,2922.07,2910.51,2736.59,2714.38,2922.07,2910.51,21924670,2891.17
, 2008/03/31,2815.31,2804.43,2891.17,2823.98,2815.31,2804.43,2891.17,2823.98,13913193,2847.56
, 2008/04/01,2812.51,2683.5,2847.56,2713.49,2812.51,2683.5,2847.56,2713.49,16472967,2842.65
, 2008/04/02,2757.53,2698.26,2842.65,2744.65,2757.53,2698.26,2842.65,2744.65,23878058,2833.8
, 2008/04/03,2719.9,2679.29,2833.8,2828.63,2719.9,2679.29,2833.8,2828.63,15758976,2962.15
, 2008/04/07,2803.88,2778.41,2962.15,2954.23,2803.88,2778.41,2962.15,2954.23,19047036,3011.42
, 2008/04/08,2956.51,2927.37,3011.42,2969.61,2956.51,2927.37,3011.42,2969.61,19730328,2966.89
, 2008/04/09,2938.49,2802.35,2966.89,2803.15,2938.49,2802.35,2966.89,2803.15,16207798,2846.24
, 2008/04/10,2780.6,2751.58,2846.24,2840.55,2780.6,2751.58,2846.24,2840.55,11017523,2900.54
, 2008/04/11,2882.38,2843.05,2900.54,2865.45,2882.38,2843.05,2900.54,2865.45,10426413,2815.33
, 2008/04/14,2805.21,2675.9,2815.33,2685.01,2805.21,2675.9,2815.33,2685.01,14651723,2716.94
, 2008/04/15,2672.37,2591.68,2716.94,2715.74,2672.37,2591.68,2716.94,2715.74,12232207,2717.87
, 2008/04/16,2711.25,2644.44,2717.87,2654.9,2711.25,2644.44,2717.87,2654.9,10920290,2705.51
, 2008/04/17,2650.12,2554.26,2705.51,2588.76,2650.12,2554.26,2705.51,2588.76,12001253,2593.56
, 2008/04/18,2565.79,2482.92,2593.56,2511.36,2565.79,2482.92,2593.56,2511.36,12310867,2707.6
, 2008/04/21,2707.6,2506.24,2707.6,2545.52,2707.6,2506.24,2707.6,2545.52,17693240,2596.86
, 2008/04/22,2501.54,2451.6,2596.86,2595.69,2501.54,2451.6,2596.86,2595.69,13734814,2730.93
, 2008/04/23,2561.95,2546.15,2730.93,2718.25,2561.95,2546.15,2730.93,2718.25,23333758,2987.52
, 2008/04/24,2948.97,2880.27,2987.52,2981.19,2948.97,2880.27,2987.52,2981.19,51622552,3075.82
, 2008/04/25,2983.37,2948.17,3075.82,2984.96,2983.37,2948.17,3075.82,2984.96,40764204,2975.34
, 2008/04/28,2936.43,2911.04,2975.34,2918.61,2936.43,2911.04,2975.34,2918.61,22800948,2973.1
, 2008/04/29,2896.5,2894.65,2973.1,2960.89,2896.5,2894.65,2973.1,2960.89,19455034,3135.72
, 2008/04/30,2981.78,2978.27,3135.72,3125.53,2981.78,2978.27,3135.72,3125.53,35869984,3179.54
, 2008/05/05,3169,3112.02,3179.54,3169.08,3169,3112.02,3179.54,3169.08,26033440,3184.11
, 2008/05/06,3136.37,3089.01,3184.11,3128.81,3136.37,3089.01,3184.11,3128.81,24373992,3158.45
, 2008/05/07,3108.09,2979.51,3158.45,2979.82,3108.09,2979.51,3158.45,2979.82,23005566,3038.77
, 2008/05/08,2940.34,2929.24,3038.77,3037.5,2940.34,2929.24,3038.77,3037.5,18512848,3071.79
, 2008/05/09,3065.59,2932.14,3071.79,2978.19,3065.59,2932.14,3071.79,2978.19,21887244,3033.54
, 2008/05/12,2915.26,2884.57,3033.54,2991.32,2915.26,2884.57,3033.54,2991.32,16326627,2985.46
, 2008/05/13,2898.01,2891.73,2985.46,2924.96,2898.01,2891.73,2985.46,2924.96,18299816,3027.8
, 2008/05/14,2917.85,2917.85,3027.8,3027.38,2917.85,2917.85,3027.8,3027.38,18518868,3075.22
, 2008/05/15,3050.15,3004.78,3075.22,3005.65,3050.15,3004.78,3075.22,3005.65,17039768,3036
, 2008/05/16,3008.21,2977.7,3036,3009.21,3008.21,2977.7,3036,3009.21,13624068,3001.23
, 2008/05/19,2999.41,2945.39,3001.23,2978.66,2999.41,2945.39,3001.23,2978.66,9974490,3008.03
, 2008/05/20,2976.03,2829.19,3008.03,2835.82,2976.03,2829.19,3008.03,2835.82,14498774,2909.16
, 2008/05/21,2809.95,2752.15,2909.16,2892.09,2809.95,2752.15,2909.16,2892.09,16214227,2891.9
, 2008/05/22,2848.52,2829.28,2891.9,2841.15,2848.52,2829.28,2891.9,2841.15,14661807,2871.79
, 2008/05/23,2831.78,2805.69,2871.79,2838.05,2831.78,2805.69,2871.79,2838.05,13695179,2812.51
, 2008/05/26,2812.51,2742.32,2812.51,2745.09,2812.51,2742.32,2812.51,2745.09,9880808,2770.17
, 2008/05/27,2739.74,2726.86,2770.17,2754.12,2739.74,2726.86,2770.17,2754.12,8758208,2855.68
, 2008/05/28,2760.65,2741.55,2855.68,2836.26,2760.65,2741.55,2855.68,2836.26,11507552,2837.89
, 2008/05/29,2825.86,2764.79,2837.89,2765.95,2825.86,2764.79,2837.89,2765.95,11144168,2813.93
, 2008/05/30,2774.08,2756.15,2813.93,2800.79,2774.08,2756.15,2813.93,2800.79,10787253,2832.97
, 2008/06/02,2792.24,2774.6,2832.97,2814.3,2792.24,2774.6,2832.97,2814.3,10814102,2834.5
, 2008/06/03,2809.44,2783.95,2834.5,2804.07,2809.44,2783.95,2834.5,2804.07,17756744,2794.49
, 2008/06/04,2789.76,2715.58,2794.49,2736.83,2789.76,2715.58,2794.49,2736.83,12799370,2742.89
, 2008/06/05,2722.25,2693.27,2742.89,2722.41,2722.25,2693.27,2742.89,2722.41,9623803,2740.25
, 2008/06/06,2730.77,2687.22,2740.25,2701.79,2730.77,2687.22,2740.25,2701.79,8658505,2597.48
, 2008/06/10,2586.72,2464.44,2597.48,2480.76,2586.72,2464.44,2597.48,2480.76,16037721,2476.46
, 2008/06/11,2451.38,2412.44,2476.46,2446.78,2451.38,2412.44,2476.46,2446.78,12353121,2446.82
, 2008/06/12,2432.64,2344.49,2446.82,2387.76,2432.64,2344.49,2446.82,2387.76,13310837,2410.54
, 2008/06/13,2389.14,2319.91,2410.54,2322.79,2389.14,2319.91,2410.54,2322.79,9903099,2365.81
, 2008/06/16,2329.58,2279.89,2365.81,2323.69,2329.58,2279.89,2365.81,2323.69,11200880,2343.76
, 2008/06/17,2325.26,2244.64,2343.76,2262.28,2325.26,2244.64,2343.76,2262.28,10716921,2383.27
, 2008/06/18,2244.1,2200.97,2383.27,2368.71,2244.1,2200.97,2383.27,2368.71,17793168,2348.98
, 2008/06/19,2348.98,2197.01,2348.98,2201.34,2348.98,2197.01,2348.98,2201.34,13927637,2343.35
, 2008/06/20,2227.36,2152.31,2343.35,2273.71,2227.36,2152.31,2343.35,2273.71,23589850,2260
, 2008/06/23,2227.16,2203.81,2260,2220.08,2227.16,2203.81,2260,2220.08,10084574,2268.12
, 2008/06/24,2207.51,2197.81,2268.12,2256.12,2207.51,2197.81,2268.12,2256.12,12919811,2339.31
, 2008/06/25,2250,2241.1,2339.31,2334.4,2250,2241.1,2339.31,2334.4,16518391,2357.45
, 2008/06/26,2332.45,2287.55,2357.45,2326.9,2332.45,2287.55,2357.45,2326.9,14513334,2259.97
, 2008/06/27,2255.16,2188.2,2259.97,2206.32,2255.16,2188.2,2259.97,2206.32,14706706,2212.97
, 2008/06/30,2176.9,2146.45,2212.97,2175.61,2176.9,2146.45,2212.97,2175.61,9132973,2186.89
, 2008/07/01,2181.71,2075.01,2186.89,2081.05,2181.71,2075.01,2186.89,2081.05,11735954,2109.45
, 2008/07/02,2082.59,2040.67,2109.45,2062.93,2082.59,2040.67,2109.45,2062.93,11003979,2130.33
, 2008/07/03,2025.33,1992.35,2130.33,2088.97,2025.33,1992.35,2130.33,2088.97,16994888,2107
, 2008/07/04,2087.25,2057.6,2107,2077.23,2087.25,2057.6,2107,2077.23,12423051,2200.01
, 2008/07/07,2082.75,2081.84,2200.01,2190.3,2082.75,2081.84,2200.01,2190.3,20841216,2235.88
, 2008/07/08,2204.49,2151.85,2235.88,2193.21,2204.49,2151.85,2235.88,2193.21,20197492,2295.21
, 2008/07/09,2219.43,2219.43,2295.21,2289.68,2219.43,2219.43,2295.21,2289.68,27646720,2319.01
, 2008/07/10,2253.42,2239.91,2319.01,2259.26,2253.42,2239.91,2319.01,2259.26,21925570,2267.93
, 2008/07/11,2252.52,2216.23,2267.93,2245.46,2252.52,2216.23,2267.93,2245.46,15411655,2280.95
, 2008/07/14,2223.89,2216.14,2280.95,2259.16,2223.89,2216.14,2280.95,2259.16,11532158,2274.02
, 2008/07/15,2266.97,2156.39,2274.02,2157.91,2266.97,2156.39,2274.02,2157.91,16621455,2139.64
, 2008/07/16,2133.96,2056.19,2139.64,2088.78,2133.96,2056.19,2139.64,2088.78,14026994,2142.79
, 2008/07/17,2127.99,2065.48,2142.79,2073.33,2127.99,2065.48,2142.79,2073.33,11479529,2160.1
, 2008/07/18,2100.47,2065.32,2160.1,2158.7,2100.47,2065.32,2160.1,2158.7,18056506,2229.75
, 2008/07/21,2132.44,2127.07,2229.75,2228.45,2132.44,2127.07,2229.75,2228.45,18364216,2236.06
, 2008/07/22,2219.74,2205.34,2236.06,2217.83,2219.74,2205.34,2236.06,2217.83,12976600,2256.52
, 2008/07/23,2237.39,2208.86,2256.52,2213.15,2237.39,2208.86,2256.52,2213.15,13412774,2300.51
, 2008/07/24,2235.58,2233.64,2300.51,2299.57,2235.58,2233.64,2300.51,2299.57,19656240,2286
, 2008/07/25,2263.98,2246.86,2286,2265.68,2263.98,2246.86,2286,2265.68,14242995,2318.08
, 2008/07/28,2282.06,2269.64,2318.08,2278.23,2282.06,2269.64,2318.08,2278.23,15152283,2245.02
, 2008/07/29,2244.85,2213.42,2245.02,2232.79,2244.85,2213.42,2245.02,2232.79,12685780,2272.4
, 2008/07/30,2265.44,2207.04,2272.4,2219.24,2265.44,2207.04,2272.4,2219.24,10198695,2231.49
, 2008/07/31,2227.24,2162.27,2231.49,2164.08,2227.24,2162.27,2231.49,2164.08,9490277,2232.11
, 2008/08/01,2151.87,2127.36,2232.11,2205.69,2151.87,2127.36,2232.11,2205.69,12446471,2201.28
, 2008/08/04,2185.16,2151.2,2201.28,2155.89,2185.16,2151.2,2201.28,2155.89,8289527,2175.34
, 2008/08/05,2169.14,2114.6,2175.34,2120.51,2169.14,2114.6,2175.34,2120.51,10224972,2167.99
, 2008/08/06,2141.1,2117.41,2167.99,2150,2141.1,2117.41,2167.99,2150,10354051,2170.81
, 2008/08/07,2145.11,2113.78,2170.81,2143.8,2145.11,2113.78,2170.81,2143.8,9007311,2143.62
, 2008/08/08,2140.15,2044.81,2143.62,2056.92,2140.15,2044.81,2143.62,2056.92,11588235,2069.79
, 2008/08/11,2049.46,1962.23,2069.79,1975.52,2049.46,1962.23,2069.79,1975.52,12873969,1990.13
, 2008/08/12,1959.56,1943.54,1990.13,1961.23,1959.56,1943.54,1990.13,1961.23,9083309,1967.16
, 2008/08/13,1947.99,1900.56,1967.16,1949.36,1947.99,1900.56,1967.16,1949.36,10245681,1956.69
, 2008/08/14,1937.34,1916.23,1956.69,1941.24,1937.34,1916.23,1956.69,1941.24,6842710,1980.13
, 2008/08/15,1941.38,1924.81,1980.13,1957.47,1941.38,1924.81,1980.13,1957.47,7459624,1959.91
, 2008/08/18,1959.1,1859.69,1959.91,1860,1959.1,1859.69,1959.91,1860,8848651,1898.94
, 2008/08/19,1840.25,1832.25,1898.94,1889.1,1840.25,1832.25,1898.94,1889.1,6834004,2043
, 2008/08/20,1874.44,1861.16,2043,2042.94,1874.44,1861.16,2043,2042.94,17759432,2045.26
, 2008/08/21,2011.34,1973.17,2045.26,1975.89,2011.34,1973.17,2045.26,1975.89,13854141,1971.5
, 2008/08/22,1954.42,1915.88,1971.5,1948.06,1954.42,1915.88,1971.5,1948.06,9282745,1988.41
, 2008/08/25,1953.29,1929.15,1988.41,1954.85,1953.29,1929.15,1988.41,1954.85,7005206,1958.53
, 2008/08/26,1930.06,1900.59,1958.53,1919.98,1930.06,1900.59,1958.53,1919.98,8998136,1955.17
, 2008/08/27,1915,1898.22,1955.17,1921.88,1915,1898.22,1955.17,1921.88,9871792,1964.34
, 2008/08/28,1924.7,1920.68,1964.34,1938.76,1924.7,1920.68,1964.34,1938.76,8397830,1997.2
, 2008/08/29,1950.41,1939.68,1997.2,1975.45,1950.41,1939.68,1997.2,1975.45,11393955,1959.84
, 2008/09/01,1958.27,1895.49,1959.84,1905.9,1958.27,1895.49,1959.84,1905.9,8369653,1901.94
, 2008/09/02,1893.01,1871.44,1901.94,1882.18,1893.01,1871.44,1901.94,1882.18,7435545,1894.46
, 2008/09/03,1880.29,1827.46,1894.46,1849.17,1880.29,1827.46,1894.46,1849.17,9067303,1859.5
, 2008/09/04,1842.21,1816.03,1859.5,1845.86,1842.21,1816.03,1859.5,1845.86,7416698,1822.27
, 2008/09/05,1799.4,1781.7,1822.27,1796.96,1799.4,1781.7,1822.27,1796.96,8110211,1812.22
, 2008/09/08,1805.41,1764.28,1812.22,1770.37,1805.41,1764.28,1812.22,1770.37,8106161,1790.18
, 2008/09/09,1779.13,1758.55,1790.18,1780.73,1779.13,1758.55,1790.18,1780.73,6710993,1815.8
, 2008/09/10,1769.88,1746.52,1815.8,1781.78,1769.88,1746.52,1815.8,1781.78,8432376,1776.46
, 2008/09/11,1774.03,1705.58,1776.46,1709.8,1774.03,1705.58,1776.46,1709.8,9272230,1731.28
, 2008/09/12,1711.09,1699.46,1731.28,1711.96,1711.09,1699.46,1731.28,1711.96,7365343,1673.79
, 2008/09/16,1673.79,1607.27,1673.79,1615.58,1673.79,1607.27,1673.79,1615.58,15938488,1610.74
, 2008/09/17,1589.3,1528.43,1610.74,1532.96,1589.3,1528.43,1610.74,1532.96,17141768,1550.43
, 2008/09/18,1481.1,1433.44,1550.43,1508.52,1481.1,1433.44,1550.43,1508.52,23991334,1650.54
, 2008/09/19,1649.19,1632.12,1650.54,1650.54,1649.19,1632.12,1650.54,1650.54,12951118,1801.17
, 2008/09/22,1785.32,1719.67,1801.17,1780.38,1785.32,1719.67,1801.17,1780.38,45337080,1776.75
, 2008/09/23,1731.86,1718.76,1776.75,1726.13,1731.86,1718.76,1776.75,1726.13,44209340,1737.33
, 2008/09/24,1681.98,1660.46,1737.33,1736.12,1681.98,1660.46,1737.33,1736.12,23482332,1844.57
, 2008/09/25,1740.57,1736.64,1844.57,1808.81,1740.57,1736.64,1844.57,1808.81,34507432,1823
, 2008/09/26,1816.78,1770.68,1823,1811.34,1816.78,1770.68,1823,1811.34,25094732,1788.97
, 2008/10/06,1788.97,1712.51,1788.97,1712.71,1788.97,1712.51,1788.97,1712.71,18928592,1713.19
, 2008/10/07,1639.14,1622.82,1713.19,1678.27,1639.14,1622.82,1713.19,1678.27,18977574,1647.92
, 2008/10/08,1623.28,1579.6,1647.92,1600.5,1623.28,1579.6,1647.92,1600.5,17017468,1631.45
, 2008/10/09,1629.27,1577.48,1631.45,1587.04,1629.27,1577.48,1631.45,1587.04,14492304,1556.54
, 2008/10/10,1519.46,1497.34,1556.54,1528.14,1519.46,1497.34,1556.54,1528.14,18446432,1614.51
, 2008/10/13,1519.66,1488.34,1614.51,1613.84,1519.66,1488.34,1614.51,1613.84,20923460,1679.92
, 2008/10/14,1675.4,1564.17,1679.92,1564.73,1675.4,1564.17,1679.92,1564.73,24941912,1563.31
, 2008/10/15,1543.24,1529.7,1563.31,1548.52,1543.24,1529.7,1563.31,1548.52,13717655,1509.74
, 2008/10/16,1478.45,1471.04,1509.74,1473.25,1478.45,1471.04,1509.74,1473.25,16383120,1500.25
, 2008/10/17,1489.53,1462.93,1500.25,1480.16,1489.53,1462.93,1500.25,1480.16,11458374,1534.28
, 2008/10/20,1474.97,1452.85,1534.28,1531.69,1474.97,1452.85,1534.28,1531.69,12728742,1553.86
, 2008/10/21,1534.94,1512.87,1553.86,1514.13,1534.94,1512.87,1553.86,1514.13,14354825,1516.93
, 2008/10/22,1491.92,1469.21,1516.93,1470.92,1491.92,1469.21,1516.93,1470.92,14484747,1460.79
, 2008/10/23,1433.81,1416.29,1460.79,1459.2,1433.81,1416.29,1460.79,1459.2,16110223,1461.92
, 2008/10/24,1457.19,1401.68,1461.92,1408.13,1457.19,1401.68,1461.92,1408.13,15370911,1379.53
, 2008/10/27,1379.53,1303.72,1379.53,1305.7,1379.53,1303.72,1379.53,1305.7,14763794,1364.36
, 2008/10/28,1274.8,1269.29,1364.36,1353.69,1274.8,1269.29,1364.36,1353.69,21497772,1377.57
, 2008/10/29,1364.08,1316.65,1377.57,1316.98,1364.08,1316.65,1377.57,1316.98,17355828,1380.46
, 2008/10/30,1326.18,1305.54,1380.46,1358.89,1326.18,1305.54,1380.46,1358.89,19075008,1355.49
, 2008/10/31,1348.5,1320.93,1355.49,1327.7,1348.5,1320.93,1355.49,1327.7,12135676,1351.85
, 2008/11/03,1312.79,1308.25,1351.85,1323.89,1312.79,1308.25,1351.85,1323.89,11280029,1323.93
, 2008/11/04,1317.96,1290.81,1323.93,1313.02,1317.96,1290.81,1323.93,1313.02,10581106,1394.49
, 2008/11/05,1324.39,1324.39,1394.49,1370.76,1324.39,1324.39,1394.49,1370.76,20604252,1344.29
, 2008/11/06,1332.73,1324.49,1344.29,1332.71,1332.73,1324.49,1344.29,1332.71,13226699,1377.39
, 2008/11/07,1304.85,1301.04,1377.39,1363.46,1304.85,1301.04,1377.39,1363.46,13777054,1471.59
, 2008/11/10,1398.22,1398.22,1471.59,1469.62,1398.22,1398.22,1471.59,1469.62,28851782,1478.14
, 2008/11/11,1460.64,1441.28,1478.14,1443.21,1460.64,1441.28,1478.14,1443.21,25282004,1468.21
, 2008/11/12,1424.96,1422.32,1468.21,1457.43,1424.96,1422.32,1468.21,1457.43,16250865,1527.32
, 2008/11/13,1434.85,1421.36,1527.32,1509.89,1434.85,1421.36,1527.32,1509.89,33485932,1553.43
, 2008/11/14,1524.93,1504.51,1553.43,1550.46,1524.93,1504.51,1553.43,1550.46,33610872,1573.29
, 2008/11/17,1541.34,1529.89,1573.29,1572.9,1541.34,1529.89,1573.29,1572.9,31569352,1583.8
, 2008/11/18,1564.7,1452.17,1583.8,1459.11,1564.7,1452.17,1583.8,1459.11,37264688,1549.47
, 2008/11/19,1455.29,1441.2,1549.47,1543.77,1455.29,1441.2,1549.47,1543.77,32011408,1545.81
, 2008/11/20,1512.19,1496.12,1545.81,1511.8,1512.19,1496.12,1545.81,1511.8,28233136,1541.52
, 2008/11/21,1461.43,1432.75,1541.52,1501.09,1461.43,1432.75,1541.52,1501.09,30410418,1499.21
, 2008/11/24,1493.43,1434.35,1499.21,1435.64,1493.43,1434.35,1499.21,1435.64,17639404,1472.48
, 2008/11/25,1462.97,1412.66,1472.48,1435.36,1462.97,1412.66,1472.48,1435.36,14375849,1456.77
, 2008/11/26,1434.15,1421.09,1456.77,1440.64,1434.15,1421.09,1456.77,1440.64,13869691,1536.61
, 2008/11/27,1527.79,1454.72,1536.61,1455.74,1527.79,1454.72,1536.61,1455.74,31494932,1451.94
, 2008/11/28,1441.34,1399.36,1451.94,1411.17,1441.34,1399.36,1451.94,1411.17,19934856,1426.42
, 2008/12/01,1407.44,1383.78,1426.42,1424.86,1407.44,1383.78,1426.42,1424.86,15386988,1437.37
, 2008/12/02,1391.85,1386.81,1437.37,1419.48,1391.85,1386.81,1437.37,1419.48,19464636,1487.33
, 2008/12/03,1434.8,1432.89,1487.33,1486.89,1434.8,1432.89,1487.33,1486.89,30094366,1569.22
, 2008/12/04,1510.4,1510.4,1569.22,1521.59,1510.4,1510.4,1569.22,1521.59,43611948,1539.2
, 2008/12/05,1510.07,1505.72,1539.2,1538.47,1510.07,1505.72,1539.2,1538.47,25253932,1603.42
, 2008/12/08,1561.28,1553.34,1603.42,1602.75,1561.28,1553.34,1603.42,1602.75,41025704,1609.68
, 2008/12/09,1609.41,1554.19,1609.68,1554.51,1609.41,1554.19,1609.68,1554.51,34186120,1607.8
, 2008/12/10,1546.99,1538.97,1607.8,1607.49,1546.99,1538.97,1607.8,1607.49,34329596,1612.33
, 2008/12/11,1594.66,1562.45,1612.33,1567.02,1594.66,1562.45,1612.33,1567.02,27172860,1559.53
, 2008/12/12,1551.03,1483.77,1559.53,1499.29,1551.03,1483.77,1559.53,1499.29,26635408,1536.17
, 2008/12/15,1524.14,1486.27,1536.17,1508.71,1524.14,1486.27,1536.17,1508.71,19513608,1514.32
, 2008/12/16,1492.24,1462.7,1514.32,1512.08,1492.24,1462.7,1514.32,1512.08,18215622,1532.64
, 2008/12/17,1518.17,1505.2,1532.64,1510.35,1518.17,1505.2,1532.64,1510.35,20962280,1554.1
, 2008/12/18,1508.47,1493.4,1554.1,1552.75,1508.47,1493.4,1554.1,1552.75,21926880,1577.88
, 2008/12/19,1542.79,1538.8,1577.88,1554.11,1542.79,1538.8,1577.88,1554.11,24106302,1554.18
, 2008/12/22,1552.71,1508.38,1554.18,1522.44,1552.71,1508.38,1554.18,1522.44,18001028,1521.6
, 2008/12/23,1521.6,1451.34,1521.6,1451.76,1521.6,1451.34,1521.6,1451.76,22040964,1451.63
, 2008/12/24,1434.59,1419.56,1451.63,1428.9,1434.59,1419.56,1451.63,1428.9,14746919,1439.66
, 2008/12/25,1431.18,1401.28,1439.66,1415.83,1431.18,1401.28,1439.66,1415.83,13920728,1431.36
, 2008/12/26,1414.92,1405.59,1431.36,1416.83,1414.92,1405.59,1431.36,1416.83,12129061,1414.36
, 2008/12/29,1409.73,1385.45,1414.36,1407.63,1409.73,1385.45,1414.36,1407.63,12260064,1419.89
, 2008/12/30,1407.06,1385.31,1419.89,1390.4,1407.06,1385.31,1419.89,1390.4,14713589,1404.75
, 2008/12/31,1393.42,1382.07,1404.75,1384.91,1393.42,1382.07,1404.75,1384.91,13018634,1437.06
, 2009/01/05,1411.08,1402.05,1437.06,1436.89,1411.08,1402.05,1437.06,1436.89,20985156,1488.34
, 2009/01/06,1436.48,1430.7,1488.34,1482.28,1436.48,1430.7,1488.34,1482.28,30216440,1495.65
, 2009/01/07,1482.02,1468.18,1495.65,1468.46,1482.02,1468.18,1495.65,1468.46,23773360,1440.11
, 2009/01/08,1439.32,1420.18,1440.11,1430.09,1439.32,1420.18,1440.11,1430.09,23259444,1452.37
, 2009/01/09,1428.24,1428.24,1452.37,1447.14,1428.24,1428.24,1452.37,1447.14,17500536,1462.31
, 2009/01/12,1441.63,1433.87,1462.31,1441.73,1441.63,1433.87,1462.31,1441.73,18786988,1433.25
, 2009/01/13,1420.13,1412.93,1433.25,1414.08,1420.13,1412.93,1433.25,1414.08,18346408,1476.71
, 2009/01/14,1413.44,1413.44,1476.71,1476.71,1413.44,1413.44,1476.71,1476.71,23646540,1484.92
, 2009/01/15,1460.61,1452.39,1484.92,1469.2,1460.61,1452.39,1484.92,1469.2,31609588,1533.96
, 2009/01/16,1478.07,1478.07,1533.96,1502,1478.07,1478.07,1533.96,1502,43323920,1568.64
, 2009/01/19,1522.14,1517.98,1568.64,1529.58,1522.14,1517.98,1568.64,1529.58,38930552,1539.96
, 2009/01/20,1524.82,1508.67,1539.96,1539.37,1524.82,1508.67,1539.96,1539.37,22132412,1560.91
, 2009/01/21,1513.19,1510.23,1560.91,1536.76,1513.19,1510.23,1560.91,1536.76,27092350,1557.8
, 2009/01/22,1547.89,1525.01,1557.8,1547.59,1547.89,1525.01,1557.8,1547.59,22723644,1553.61
, 2009/01/23,1542.93,1530.46,1553.61,1538.27,1542.93,1530.46,1553.61,1538.27,22755500,1556.6
, 2009/02/02,1553.34,1529.17,1556.6,1541.68,1553.34,1529.17,1556.6,1541.68,16442717,1580.71
, 2009/02/03,1542.43,1538.2,1580.71,1580.29,1542.43,1538.2,1580.71,1580.29,32066870,1632.24
, 2009/02/04,1588.61,1587.56,1632.24,1631.74,1588.61,1587.56,1632.24,1631.74,40219216,1677.87
, 2009/02/05,1630.26,1617.92,1677.87,1629.47,1630.26,1617.92,1677.87,1629.47,45554652,1691.49
, 2009/02/06,1634.6,1634.6,1691.49,1689,1634.6,1634.6,1691.49,1689,39969032,1735.62
, 2009/02/09,1715.15,1696.4,1735.62,1716.51,1715.15,1696.4,1735.62,1716.51,48250444,1726.44
, 2009/02/10,1710.12,1683.28,1726.44,1723.55,1710.12,1683.28,1726.44,1723.55,42982108,1764.02
, 2009/02/11,1694.05,1682.84,1764.02,1728.94,1694.05,1682.84,1764.02,1728.94,59101428,1733.43
, 2009/02/12,1729.66,1661.95,1733.43,1699.35,1729.66,1661.95,1733.43,1699.35,45026716,1758.61
, 2009/02/13,1700.58,1688.34,1758.61,1755.57,1700.58,1688.34,1758.61,1755.57,57672060,1817.55
, 2009/02/16,1771.62,1768.83,1817.55,1817.06,1771.62,1768.83,1817.55,1817.06,64621120,1829.47
, 2009/02/17,1815.57,1762.77,1829.47,1763.94,1815.57,1762.77,1829.47,1763.94,58692384,1743.6
, 2009/02/18,1723.86,1672.33,1743.6,1675.86,1723.86,1672.33,1743.6,1675.86,45618608,1703.1
